MUNICIPIO,EMPRESA,MEDIDA,SERVICIO,VALOR
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,1254983792.61
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,2396552.39
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,523.66
BARRANQUILLA,564-EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación total,ENERGIA ELECTRICA,74148818377.0
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,69782907318.0
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Consumo total ,ENERGIA ELECTRICA,128062887.0
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,46.0
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Contribuciones,ENERGIA ELECTRICA,3540451255.0
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,1611930834.28
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,1517019724.3
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,2783975.8
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,544.91
BARRANQUILLA,597-ENEL COLOMBIA S.A. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Facturación total,ENERGIA ELECTRICA,207554861.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,192234620.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Consumo total ,ENERGIA ELECTRICA,353753.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,1.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,207554861.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,192234620.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,353753.0
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,543.41
BARRANQUILLA,1737-RUITOQUE S.A. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Facturación total,ENERGIA ELECTRICA,9943318442.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Facturación por consumo,ENERGIA ELECTRICA,9943318442.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Consumo total ,ENERGIA ELECTRICA,20888097.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Numero de suscriptores ,ENERGIA ELECTRICA,2.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Promedio de Facturación total ,ENERGIA ELECTRICA,4971659221.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Promedio de Facturación por consumo,ENERGIA ELECTRICA,4971659221.0
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Promedio de Consumo,ENERGIA ELECTRICA,10444048.5
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,476.03
BARRANQUILLA,1864-AES COLOMBIA & CIA S C A E S P,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Facturación total,ENERGIA ELECTRICA,764903824.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,563487921.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumo total ,ENERGIA ELECTRICA,911528.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Contribuciones,ENERGIA ELECTRICA,105774221.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,764903824.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,563487921.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,911528.0
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,618.18
BARRANQUILLA,2020-DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Facturación total,ENERGIA ELECTRICA,519195267.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Facturación por consumo,ENERGIA ELECTRICA,517962900.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Consumo total ,ENERGIA ELECTRICA,862212.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Numero de suscriptores ,ENERGIA ELECTRICA,2.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Contribuciones,ENERGIA ELECTRICA,263.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Promedio de Facturación total ,ENERGIA ELECTRICA,259597633.5
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,258981450.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Promedio de Consumo,ENERGIA ELECTRICA,431106.0
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,600.74
BARRANQUILLA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Facturación total,ENERGIA ELECTRICA,171445127390.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,98369574807.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Consumo total ,ENERGIA ELECTRICA,132926318.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,9260.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Subsidios,ENERGIA ELECTRICA,199771566.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Contribuciones,ENERGIA ELECTRICA,11783641723.0
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,18514592.59
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,10623064.23
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,14354.89
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,740.03
BARRANQUILLA,2322-VATIA S.A. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2378-DICELER S.A E.S.P.,Facturación total,ENERGIA ELECTRICA,1162262678.0
BARRANQUILLA,2378-DICELER S.A E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,780746163.0
BARRANQUILLA,2378-DICELER S.A E.S.P.,Consumo total ,ENERGIA ELECTRICA,930735.0
BARRANQUILLA,2378-DICELER S.A E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,11.0
BARRANQUILLA,2378-DICELER S.A E.S.P.,Contribuciones,ENERGIA ELECTRICA,149789857.0
BARRANQUILLA,2378-DICELER S.A E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,105660243.45
BARRANQUILLA,2378-DICELER S.A E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,70976923.91
BARRANQUILLA,2378-DICELER S.A E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,84612.27
BARRANQUILLA,2378-DICELER S.A E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,838.85
BARRANQUILLA,2378-DICELER S.A E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Facturación total,ENERGIA ELECTRICA,2663143939.0
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Facturación por consumo,ENERGIA ELECTRICA,2463409589.0
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Consumo total ,ENERGIA ELECTRICA,3232567.0
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Numero de suscriptores ,ENERGIA ELECTRICA,3.0
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Contribuciones,ENERGIA ELECTRICA,110295482.0
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Promedio de Facturación total ,ENERGIA ELECTRICA,887714646.33
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Promedio de Facturación por consumo,ENERGIA ELECTRICA,821136529.67
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Promedio de Consumo,ENERGIA ELECTRICA,1077522.33
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,762.06
BARRANQUILLA,2438-EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Facturación total,ENERGIA ELECTRICA,193323819.0
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,162841373.0
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Consumo total ,ENERGIA ELECTRICA,207743.0
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,12.0
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Contribuciones,ENERGIA ELECTRICA,27579052.0
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,16110318.25
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,13570114.42
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,17311.92
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,783.86
BARRANQUILLA,2824-ENERCO S.A. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Facturación total,ENERGIA ELECTRICA,3708984501.0
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,3332033576.0
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Consumo total ,ENERGIA ELECTRICA,4619345.0
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,105.0
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Contribuciones,ENERGIA ELECTRICA,328951630.0
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,35323661.91
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,31733653.1
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,43993.76
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,721.32
BARRANQUILLA,20437-ENERTOTAL S.A. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Facturación total,ENERGIA ELECTRICA,89761387.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Facturación por consumo,ENERGIA ELECTRICA,74620828.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Consumo total ,ENERGIA ELECTRICA,90224.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Numero de suscriptores ,ENERGIA ELECTRICA,2.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Contribuciones,ENERGIA ELECTRICA,14861757.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Promedio de Facturación total ,ENERGIA ELECTRICA,44880693.5
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Promedio de Facturación por consumo,ENERGIA ELECTRICA,37310414.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Promedio de Consumo,ENERGIA ELECTRICA,45112.0
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,827.06
BARRANQUILLA,23330-PROFESIONALES EN ENERGÍA S.A E.S.P,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Facturación total,ENERGIA ELECTRICA,7977721800.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Facturación por consumo,ENERGIA ELECTRICA,7564926269.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Consumo total ,ENERGIA ELECTRICA,14280973.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Numero de suscriptores ,ENERGIA ELECTRICA,3.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Contribuciones,ENERGIA ELECTRICA,59385204.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Promedio de Facturación total ,ENERGIA ELECTRICA,2659240600.0
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,2521642089.67
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Promedio de Consumo,ENERGIA ELECTRICA,4760324.33
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,529.72
BARRANQUILLA,25984-ITALCOL ENERGIA S.A. ESP.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Facturación total,ENERGIA ELECTRICA,536769203.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Facturación por consumo,ENERGIA ELECTRICA,418450804.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Consumo total ,ENERGIA ELECTRICA,695542.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Numero de suscriptores ,ENERGIA ELECTRICA,1.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Contribuciones,ENERGIA ELECTRICA,7397170.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Promedio de Facturación total ,ENERGIA ELECTRICA,536769203.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Promedio de Facturación por consumo,ENERGIA ELECTRICA,418450804.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Promedio de Consumo,ENERGIA ELECTRICA,695542.0
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,601.62
BARRANQUILLA,26641-SPECTRUM RENOVAVEIS SAS ESP,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Facturación total,ENERGIA ELECTRICA,25196582952.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Facturación por consumo,ENERGIA ELECTRICA,18789360106.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Consumo total ,ENERGIA ELECTRICA,21847305.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Numero de suscriptores ,ENERGIA ELECTRICA,88.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Subsidios,ENERGIA ELECTRICA,1059000.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Contribuciones,ENERGIA ELECTRICA,1330540475.0
BARRANQUILLA,27691-QI ENERGY SAS ESP,Promedio de Facturación total ,ENERGIA ELECTRICA,286324806.27
BARRANQUILLA,27691-QI ENERGY SAS ESP,Promedio de Facturación por consumo,ENERGIA ELECTRICA,213515455.75
BARRANQUILLA,27691-QI ENERGY SAS ESP,Promedio de Consumo,ENERGIA ELECTRICA,248264.83
BARRANQUILLA,27691-QI ENERGY SAS ESP,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,860.03
BARRANQUILLA,27691-QI ENERGY SAS ESP,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Facturación total,ENERGIA ELECTRICA,4434596210.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Facturación por consumo,ENERGIA ELECTRICA,3553779986.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Consumo total ,ENERGIA ELECTRICA,4859831.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Numero de suscriptores ,ENERGIA ELECTRICA,23.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Contribuciones,ENERGIA ELECTRICA,710755992.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Promedio de Facturación total ,ENERGIA ELECTRICA,192808530.87
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Promedio de Facturación por consumo,ENERGIA ELECTRICA,154512173.3
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Promedio de Consumo,ENERGIA ELECTRICA,211297.0
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,731.26
BARRANQUILLA,31191-TERPEL ENERGIA S.A.S E.S.P,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,45298-NEU ENERGY SAS ESP,Numero de suscriptores ,ENERGIA ELECTRICA,113.0
BARRANQUILLA,45298-NEU ENERGY SAS ESP,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación total,ENERGIA ELECTRICA,16871814636.0
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,14893396580.0
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Consumo total ,ENERGIA ELECTRICA,26753709.0
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,17.0
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Contribuciones,ENERGIA ELECTRICA,1911451971.0
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,992459684.47
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,876082151.76
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,1573747.59
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,556.69
BARRANQUILLA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Facturación total,ENERGIA ELECTRICA,2257237856621.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ENERGIA ELECTRICA,1708465166847.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ENERGIA ELECTRICA,2910258763.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Numero de suscriptores ,ENERGIA ELECTRICA,390080.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Subsidios,ENERGIA ELECTRICA,208235629645.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ENERGIA ELECTRICA,134111820366.0
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Promedio de Facturación total ,ENERGIA ELECTRICA,5786602.38
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Promedio de Facturación por consumo,ENERGIA ELECTRICA,4379781.5
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Promedio de Consumo,ENERGIA ELECTRICA,7460.67
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,587.05
BARRANQUILLA,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Facturación total,ENERGIA ELECTRICA,2807020498.0
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Facturación por consumo,ENERGIA ELECTRICA,2463070549.0
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Consumo total ,ENERGIA ELECTRICA,4185703.0
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Numero de suscriptores ,ENERGIA ELECTRICA,4.0
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Promedio de Facturación total ,ENERGIA ELECTRICA,701755124.5
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Promedio de Facturación por consumo,ENERGIA ELECTRICA,615767637.25
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Promedio de Consumo,ENERGIA ELECTRICA,1046425.75
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,588.45
BARRANQUILLA,48663-GREENYELLOW COMERCIALIZADORA SAS ESP,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Facturación total,ENERGIA ELECTRICA,1358468989.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Facturación por consumo,ENERGIA ELECTRICA,1120835021.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Consumo total ,ENERGIA ELECTRICA,1817577.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Numero de suscriptores ,ENERGIA ELECTRICA,3.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Contribuciones,ENERGIA ELECTRICA,226408916.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Promedio de Facturación total ,ENERGIA ELECTRICA,452822996.33
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Promedio de Facturación por consumo,ENERGIA ELECTRICA,373611673.67
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Promedio de Consumo,ENERGIA ELECTRICA,605859.0
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,616.66
BARRANQUILLA,54406-TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Facturación total,ENERGIA ELECTRICA,137827332.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Facturación por consumo,ENERGIA ELECTRICA,114856113.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Consumo total ,ENERGIA ELECTRICA,134279.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Numero de suscriptores ,ENERGIA ELECTRICA,31.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Subsidios,ENERGIA ELECTRICA,-3365664.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Contribuciones,ENERGIA ELECTRICA,19605555.0
BARRANQUILLA,59850-ENERBIT SAS ESP,Promedio de Facturación total ,ENERGIA ELECTRICA,4446042.97
BARRANQUILLA,59850-ENERBIT SAS ESP,Promedio de Facturación por consumo,ENERGIA ELECTRICA,3705035.9
BARRANQUILLA,59850-ENERBIT SAS ESP,Promedio de Consumo,ENERGIA ELECTRICA,4331.58
BARRANQUILLA,59850-ENERBIT SAS ESP,Valor Facturado por unidad de consumo,ENERGIA ELECTRICA,855.35
BARRANQUILLA,59850-ENERBIT SAS ESP,Numero de periodos,ENERGIA ELECTRICA,1.0
BARRANQUILLA,62071-ENEL X COLOMBIA SAS ESP,Facturación total,ENERGIA ELECTRICA,2106342700.0
BARRANQUILLA,62071-ENEL X COLOMBIA SAS ESP,Facturación por consumo,ENERGIA ELECTRICA,1635356720.0
BARRANQUILLA,62071-ENEL X COLOMBIA SAS ESP,Consumo total ,ENERGIA ELECTRICA,2230917.0
