,,,TIEMPO,,,,
SABANALARGA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,704,375,408,318,91
SABANALARGA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",109,59,101,73,24
SABANALARGA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,40,22,28,9,9
SABANALARGA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,18,30,16,11,1
SABANALARGA,RECLAMACION,COBROS POR PROMEDIO,21,23,11,18,0
SABANALARGA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,55,7,4,1,0
SABANALARGA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,46,14,3,0,3
SABANALARGA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,24,14,9,14,3
SABANALARGA,RECLAMACION,TARIFA INCORRECTA,36,8,0,0,0
SABANALARGA,RECLAMACION,COBROS INOPORTUNOS,11,8,22,3,0
SABANALARGA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,1,0,2,1,4
SABANALARGA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,2,4,1,0,0
SABANALARGA,RECLAMACION,ESTRATO INCORRECTO,0,3,0,0,0
SABANALARGA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,0,2
SABANALARGA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,2,0,0,0,0
SABANALARGA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,1,0,0
SABANALARGA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,14,3,5,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,277,48,33,25,7
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,73,21,5,0,3
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,40,0,5,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,20,0,0,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,3,7,5,1
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,12,0,1,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,12,0,0,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,3,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,0,2,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,0,1
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,0,1
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,1,0,0,0
USIACURI,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,8,2,11,5,2
USIACURI,QUEJA,SUSPENSION O CORTE DEL SERVICIO,1,3,3,1,1
USIACURI,QUEJA,NO CONEXION DEL SERVICIO,2,0,0,0,0
USIACURI,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,19,17,20,4,2
USIACURI,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",4,8,12,18,1
USIACURI,RECLAMACION,COBROS POR PROMEDIO,5,7,1,1,1
USIACURI,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,7,0,0,0
USIACURI,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,1,2,0,1
USIACURI,RECLAMACION,ESTRATO INCORRECTO,1,1,0,0,1
USIACURI,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,1,0,1
USIACURI,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,1,0,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,2,0,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,1,0,0,0
TUBARA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,27,7,12,8,4
TUBARA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,3,3,6,4,4
TUBARA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,0,1
TUBARA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,86,61,58,50,20
TUBARA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,16,26,10,3,1
TUBARA,RECLAMACION,ESTRATO INCORRECTO,41,0,0,0,0
TUBARA,RECLAMACION,COBROS POR PROMEDIO,6,5,3,26,1
TUBARA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",2,1,17,11,2
TUBARA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,1,1,2,4,0
TUBARA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,6,0,0,0
TUBARA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,2,1,0,1
TUBARA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,4,0,0
TUBARA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,0,0,2,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,1,5,8,1,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,2,4,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,2,0,0,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,2,0,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,1,0,0
SUAN,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,4,1,6,5,3
SUAN,QUEJA,SUSPENSION O CORTE DEL SERVICIO,5,1,2,3,1
SUAN,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,2,0,0,0
SUAN,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,31,23,32,12,9
SUAN,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",6,3,8,3,6
SUAN,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,12,7,0,1,3
SUAN,RECLAMACION,COBROS POR PROMEDIO,1,5,3,4,0
SUAN,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,0,1
SUAN,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,0,1,0,0
SUAN,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,1,0,0,0,0
SUAN,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,1,0,0,0
SUAN,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,1,0,0
SUAN,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,1,0,0
SUAN,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,15,0,0,0,0
SUAN,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,1,0,0,0
SOLEDAD,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,651,509,900,547,161
SOLEDAD,QUEJA,SUSPENSION O CORTE DEL SERVICIO,315,288,322,179,75
SOLEDAD,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,9,11,22,20,9
SOLEDAD,QUEJA,NO CONEXION DEL SERVICIO,25,14,2,1,0
SOLEDAD,QUEJA,DATOS GENERALES INCORRECTOS,12,6,8,13,2
SOLEDAD,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,2,5,1,3,0
SOLEDAD,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,3,3,0,0
SOLEDAD,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,1,0,1,0,0
SOLEDAD,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,1,1,0,0,0
SOLEDAD,QUEJA,TERMINACION DEL CONTRATO,0,1,0,0,0
SOLEDAD,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"5,338","4,857","4,330","2,753","1,262"
SOLEDAD,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",624,282,494,358,111
SOLEDAD,RECLAMACION,COBROS POR PROMEDIO,584,278,288,385,120
SOLEDAD,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,562,137,80,48,132
SOLEDAD,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,389,133,141,90,41
SOLEDAD,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,356,170,116,98,27
SOLEDAD,RECLAMACION,ESTRATO INCORRECTO,325,137,81,23,30
SOLEDAD,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,318,49,69,41,12
SOLEDAD,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,140,130,92,55,23
SOLEDAD,RECLAMACION,COBROS INOPORTUNOS,95,52,43,5,2
SOLEDAD,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,22,20,25,17,3
SOLEDAD,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,25,39,19,0,0
SOLEDAD,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,51,22,1,1,0
SOLEDAD,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,12,33,23,3,4
SOLEDAD,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,14,9,10,12,4
SOLEDAD,RECLAMACION,TARIFA INCORRECTA,6,15,15,6,1
SOLEDAD,RECLAMACION,COBRO DE REVISIONES,15,1,1,0,0
SOLEDAD,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,2,3,1,10,0
SOLEDAD,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",2,0,3,0,2
SOLEDAD,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,2,0,1,0,1
SOLEDAD,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,21,0,15,2,6
SOLEDAD,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,5,0
SOLEDAD,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,5,0,0,0,0
SOLEDAD,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,3,0,0,0,0
SOLEDAD,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,0,2,0
SOLEDAD,RECURSO DE REPOSICION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,0,2,0
SOLEDAD,RECURSO DE REPOSICION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,0,1
SOLEDAD,RECURSO DE REPOSICION,ESTRATO INCORRECTO,0,1,0,0,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,074",351,321,139,42
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",197,55,42,19,5
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,195,63,25,9,5
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,223,29,28,9,2
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,203,27,28,21,4
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,79,21,17,5,2
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,81,14,5,3,4
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,32,10,8,3,4
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,41,9,0,1,4
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,30,6,3,0,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,13,3,0,1,1
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,12,0,0,2,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,10,0,0,1,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",11,0,0,0,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,0,4,1,0,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR RECONEXION NO AUTORIZADA,0,1,0,1,0
SOLEDAD,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,0,2,0,0
SANTO TOMAS,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,10,11,114,40,12
SANTO TOMAS,QUEJA,SUSPENSION O CORTE DEL SERVICIO,14,16,4,3,4
SANTO TOMAS,QUEJA,NO CONEXION DEL SERVICIO,0,1,0,0,0
SANTO TOMAS,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,1,0
SANTO TOMAS,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,149,86,77,72,17
SANTO TOMAS,RECLAMACION,COBROS POR PROMEDIO,5,30,17,25,0
SANTO TOMAS,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",4,6,9,14,0
SANTO TOMAS,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,8,2,6,7,4
SANTO TOMAS,RECLAMACION,ESTRATO INCORRECTO,12,2,7,1,0
SANTO TOMAS,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,2,12,6,1
SANTO TOMAS,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,5,1,11,0,0
SANTO TOMAS,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,3,0,7,0,0
SANTO TOMAS,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,3,2,0,0
SANTO TOMAS,RECLAMACION,COBROS INOPORTUNOS,2,0,2,0,0
SANTO TOMAS,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,2,0,0
SANTO TOMAS,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,0,0,0,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,3,8,4,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",9,2,0,2,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,7,2,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,2,0,4,0,0
SANTO TOMAS,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,5,0,0,0,0
SANTA LUCIA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,12,6,7,3,0
SANTA LUCIA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,1,9,9,3,4
SANTA LUCIA,QUEJA,NO CONEXION DEL SERVICIO,0,0,5,0,0
SANTA LUCIA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,78,45,67,20,5
SANTA LUCIA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",16,12,10,14,0
SANTA LUCIA,RECLAMACION,COBROS POR PROMEDIO,3,12,6,3,2
SANTA LUCIA,RECLAMACION,TARIFA INCORRECTA,12,0,0,0,0
SANTA LUCIA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,1,1,3,0,0
SANTA LUCIA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,2,0,0,0,0
SANTA LUCIA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,1,1,0,0,0
SANTA LUCIA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,0,1,0
SANTA LUCIA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,3,1,0,0
SANTA LUCIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,24,0,8,0,0
SANTA LUCIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",8,0,1,0,0
SANTA LUCIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,2,1,0,1
