,,,TIEMPO,,,,
SABANAGRANDE,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,13,16,48,2
SABANAGRANDE,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,20,25,22,3
SABANAGRANDE,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,16,20,23,7
SABANAGRANDE,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,64,0
SABANAGRANDE,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,1,25,31,0
SABANAGRANDE,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,11,12,11,5
SABANAGRANDE,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,12,8,5,1
SABANAGRANDE,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,18,0
SABANAGRANDE,QUEJA,COBROS INOPORTUNOS,0,0,5,9,0
SABANAGRANDE,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,12,0
SABANAGRANDE,QUEJA,DATOS GENERALES INCORRECTOS,0,0,0,4,0
SABANAGRANDE,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,314,"1,976","2,181","2,221",680
SABANAGRANDE,RECLAMACION,COBROS POR PROMEDIO,"1,019",671,"1,315","2,643","1,166"
SABANAGRANDE,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,346,"1,065","1,112",937,215
SABANAGRANDE,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,35,383,869,"1,312",478
SABANAGRANDE,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",2,33,277,"1,215",465
SABANAGRANDE,RECLAMACION,ESTRATO INCORRECTO,401,204,215,277,75
SABANAGRANDE,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,1,199,274,389,117
SABANAGRANDE,RECLAMACION,NO CONEXION DEL SERVICIO,0,105,320,264,81
SABANAGRANDE,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,39,208,222,74
SABANAGRANDE,RECLAMACION,COBROS INOPORTUNOS,0,0,142,217,110
SABANAGRANDE,RECLAMACION,QUEJAS ADMINISTRATIVAS,1,90,169,71,0
SABANAGRANDE,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,30,98,72,36
SABANAGRANDE,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",34,20,42,85,36
SABANAGRANDE,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,3,41,46,44,10
SABANAGRANDE,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,22,37,49,10
SABANAGRANDE,RECLAMACION,TERMINACION DEL CONTRATO,0,12,21,11,0
SABANAGRANDE,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,1,6,33,2
SABANAGRANDE,RECLAMACION,DATOS GENERALES INCORRECTOS,19,9,10,3,0
SABANAGRANDE,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,3,24,8
SABANAGRANDE,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,4,16,1
SABANAGRANDE,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,8,12,0
SABANAGRANDE,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,0,0,2,0
SABANAGRANDE,RECLAMACION,TARIFA INCORRECTA,2,0,0,0,0
SABANAGRANDE,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,0,1,0
SABANAGRANDE,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,13,24,0
SABANAGRANDE,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,5,12,0
SABANAGRANDE,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,1,10,1,0
SABANAGRANDE,RECURSO DE REPOSICION,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,1,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,1,497,"1,381",627,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,604,39,260,199,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,11,230,298,149,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,596,0,0,25,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,16,16,47,42,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",13,10,43,19,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",3,0,0,18,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,8,10,1,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,10,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,3,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,2,0,0,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,1,0
SABANALARGA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,2,410,440,271,87
SABANALARGA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,14,427,330,241,69
SABANALARGA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,1,194,338,323,82
SABANALARGA,QUEJA,QUEJAS ADMINISTRATIVAS,0,122,170,101,24
SABANALARGA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,24,198,132,3
SABANALARGA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,2,107,125,86,26
SABANALARGA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,2,71,193,4
SABANALARGA,QUEJA,COBROS POR PROMEDIO,0,18,35,94,2
SABANALARGA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,101,0
SABANALARGA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,13,15,21,2
SABANALARGA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,5,33,2
SABANALARGA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,3,10,14,5
SABANALARGA,QUEJA,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,18,7,0
SABANALARGA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,5,19,1
SABANALARGA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,1,3,3,4,0
SABANALARGA,QUEJA,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,8,0
SABANALARGA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,0,2,1
SABANALARGA,QUEJA,TERMINACION DEL CONTRATO,0,0,0,2,0
SABANALARGA,QUEJA,DATOS GENERALES INCORRECTOS,0,0,0,0,1
SABANALARGA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,583,"16,197","17,405","11,999","3,337"
SABANALARGA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,225","6,835","7,971","7,379","2,173"
SABANALARGA,RECLAMACION,COBROS POR PROMEDIO,"1,158","4,025","4,799","8,379","3,068"
SABANALARGA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,403,"2,075","4,735","3,209","1,000"
SABANALARGA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",11,355,897,"2,335",884
SABANALARGA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,132,"1,245","1,413","1,226",450
SABANALARGA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",114,393,608,462,155
SABANALARGA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,3,445,601,375,107
SABANALARGA,RECLAMACION,NO CONEXION DEL SERVICIO,2,175,497,531,158
SABANALARGA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,17,297,249,139,18
SABANALARGA,RECLAMACION,ESTRATO INCORRECTO,25,298,165,143,65
SABANALARGA,RECLAMACION,QUEJAS ADMINISTRATIVAS,2,157,253,130,0
SABANALARGA,RECLAMACION,COBROS INOPORTUNOS,15,180,43,65,40
SABANALARGA,RECLAMACION,TERMINACION DEL CONTRATO,6,44,128,40,0
SABANALARGA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,2,20,44,72,39
SABANALARGA,RECLAMACION,TARIFA INCORRECTA,145,10,2,0,0
SABANALARGA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,2,0,50,79,16
SABANALARGA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,17,52,70,5
SABANALARGA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,4,11,41,7
SABANALARGA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,2,8,42,1
SABANALARGA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,1,3,5,4,11
SABANALARGA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,2,10,7,0
SABANALARGA,RECLAMACION,DATOS GENERALES INCORRECTOS,8,0,0,4,1
SABANALARGA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,4,0
SABANALARGA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,2,0,0,0,0
SABANALARGA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,1,13,11,39,0
SABANALARGA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,4,5,16,24,0
SABANALARGA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,8,22,0
SABANALARGA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,0,12,0
SABANALARGA,RECURSO DE REPOSICION,NO CONEXION DEL SERVICIO,0,0,1,0,0
SABANALARGA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,1,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,33,"4,721","8,729","2,857",0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,163,613,"3,249","1,551",0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,281,505,"1,544",970,2
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,122,606,"1,632",796,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",27,145,349,117,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",2,31,113,107,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,34,139,66,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,37,9,48,32,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,36,68,4,15,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,17,22,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,4,13,8,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,13,7,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,6,8,1,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,15,0,0,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,7,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,0,0,1,4,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,3,0,0,0
SABANALARGA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TERMINACION DEL CONTRATO,2,0,0,0,0
USIACURI,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,8,18,19,6
USIACURI,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,12,21,11,4
USIACURI,QUEJA,QUEJAS ADMINISTRATIVAS,0,20,16,7,2
USIACURI,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,5,16,13,8
USIACURI,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,2,16,5,2
USIACURI,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,13,8,3,0
USIACURI,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,11,0
USIACURI,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,2,2,1,0
USIACURI,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,0,4,0
USIACURI,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,4,0,0
USIACURI,QUEJA,TERMINACION DEL CONTRATO,0,0,0,3,0
USIACURI,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,3,0
USIACURI,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,0,1,0,0
USIACURI,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,14,307,364,271,125
USIACURI,RECLAMACION,COBROS POR PROMEDIO,8,226,236,317,192
USIACURI,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,6,249,213,171,118
USIACURI,RECLAMACION,NO CONEXION DEL SERVICIO,0,48,73,66,27
USIACURI,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",4,66,50,26,5
USIACURI,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,51,5,59,29
USIACURI,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,27,58,50,9
USIACURI,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,6,10,18,35,56
USIACURI,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,32,41,15,0
USIACURI,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,13,22,7,5
USIACURI,RECLAMACION,TERMINACION DEL CONTRATO,0,0,7,5,0
USIACURI,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,0,11,0
USIACURI,RECLAMACION,ESTRATO INCORRECTO,1,2,0,6,0
USIACURI,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,3,1,0
USIACURI,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,3,0
USIACURI,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,1,8,1,0
USIACURI,RECURSO DE REPOSICION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,4,0,0,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,30,41,22,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,61,23,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,15,22,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,19,6,0
USIACURI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,1,0
TUBARA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,24,20,17,4
TUBARA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,6,0,12,3
TUBARA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,18,0
TUBARA,QUEJA,QUEJAS ADMINISTRATIVAS,0,9,2,5,2
TUBARA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,9,8,1
TUBARA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,0,8,7,0
TUBARA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,3,3,4,0
TUBARA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,2,0
TUBARA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,0,1
TUBARA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,60,114,197,210,73
TUBARA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,263,179,76
TUBARA,RECLAMACION,COBROS POR PROMEDIO,4,51,155,158,49
TUBARA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,4,48,55,156,52
TUBARA,RECLAMACION,NO CONEXION DEL SERVICIO,3,62,102,76,17
TUBARA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,43,27,60,60,11
TUBARA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,2,16,24,23,2
TUBARA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,7,8,13,3
TUBARA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,10,8,1
TUBARA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,7,6,3
TUBARA,RECLAMACION,ESTRATO INCORRECTO,0,0,0,0,10
TUBARA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,0,0,0,10
TUBARA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,7,0
TUBARA,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,1,2,3,0
TUBARA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,3,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,177,72,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,27,56,30,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,5,0,20,11,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,10,0,9,3,0
TUBARA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,2,0
SOLEDAD,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,26,"7,073","5,980","3,295",883
SOLEDAD,QUEJA,SUSPENSION O CORTE DEL SERVICIO,1,"3,425","4,414","3,363",965
SOLEDAD,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,21,"2,484","3,643","3,114",809
SOLEDAD,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,28,"2,173","2,385","1,673",469
SOLEDAD,QUEJA,QUEJAS ADMINISTRATIVAS,20,"1,374","1,637","1,408",429
SOLEDAD,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,214,908,"1,083",49
SOLEDAD,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,6,444,606,755,126
SOLEDAD,QUEJA,NO CONEXION DEL SERVICIO,0,1,5,"1,346",1
SOLEDAD,QUEJA,COBROS POR PROMEDIO,0,76,434,683,43
SOLEDAD,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,75,552,467,25
SOLEDAD,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,2,280,263,332,134
SOLEDAD,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,2,208,288,235,78
SOLEDAD,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,15,98,141,105,37
SOLEDAD,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,12,76,160,7
SOLEDAD,QUEJA,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,10,61,82,0
SOLEDAD,QUEJA,DATOS GENERALES INCORRECTOS,0,31,44,36,4
SOLEDAD,QUEJA,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,30,24,5
SOLEDAD,QUEJA,SUBSIDIOS Y CONTRIBUCIONES,0,5,12,25,0
SOLEDAD,QUEJA,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,2,21,13,0
SOLEDAD,QUEJA,TERMINACION DEL CONTRATO,0,3,14,10,0
SOLEDAD,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,21,0
SOLEDAD,QUEJA,COBROS INOPORTUNOS,0,0,8,10,2
SOLEDAD,QUEJA,ESTRATO INCORRECTO,0,0,0,14,0
SOLEDAD,QUEJA,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,3,0
SOLEDAD,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"11,462","41,997","56,167","58,461","17,656"
SOLEDAD,RECLAMACION,COBROS POR PROMEDIO,"10,836","20,917","31,948","49,451","17,678"
SOLEDAD,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,748,"13,184","25,711","28,331","9,655"
SOLEDAD,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,"8,078","15,209","20,708","16,646","4,865"
SOLEDAD,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",52,"4,149","9,411","15,610","4,938"
SOLEDAD,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,"3,069","5,183","6,180","6,322","1,867"
SOLEDAD,RECLAMACION,NO CONEXION DEL SERVICIO,53,"4,552","8,552","6,477","2,113"
SOLEDAD,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,20,"3,242","5,635","4,538","1,178"
SOLEDAD,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,133,"3,973","4,181","2,156",258
SOLEDAD,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,315,"1,362","4,358","3,049","1,121"
SOLEDAD,RECLAMACION,ESTRATO INCORRECTO,"2,403","1,209","2,517","2,176",582
SOLEDAD,RECLAMACION,QUEJAS ADMINISTRATIVAS,11,"2,205","3,815","1,792",5
SOLEDAD,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",267,851,"1,132","1,996",862
SOLEDAD,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,26,685,809,"1,149",271
SOLEDAD,RECLAMACION,TARIFA INCORRECTA,"1,664",90,124,49,9
SOLEDAD,RECLAMACION,TERMINACION DEL CONTRATO,36,401,598,287,0
SOLEDAD,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,79,330,791,117
SOLEDAD,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,113,211,277,420,173
SOLEDAD,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,30,89,452,24
SOLEDAD,RECLAMACION,COBROS INOPORTUNOS,0,6,128,233,54
SOLEDAD,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,7,57,193,20
SOLEDAD,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,1,83,97,77,0
SOLEDAD,RECLAMACION,DATOS GENERALES INCORRECTOS,41,52,33,77,0
SOLEDAD,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,25,0,0,0,0
SOLEDAD,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,10,0
SOLEDAD,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,24,785,463,303,0
